timestamp,hour,mq135,mq6,temperature,humidity,intensity,alert_level,fan_tier,aqi_rise_rate
2026-01-01 06:04:30,6,213,95,31.2,65.7,0.43,Critical,2,6.0
2026-01-01 06:04:40,6,305,160,34.8,72.0,0.65,Critical,2,92.0
2026-01-01 06:04:50,6,273,116,34.5,71.0,0.58,Critical,2,-32.0
2026-01-01 06:05:00,6,309,131,35.4,68.2,0.64,Critical,2,36.0
2026-01-01 06:05:10,6,296,151,33.9,69.3,0.62,Critical,2,-13.0
2026-01-01 06:05:20,6,266,118,33.0,69.2,0.56,Critical,2,-30.0
2026-01-01 06:05:30,6,307,152,34.8,75.4,0.69,Critical,2,41.0
2026-01-01 06:05:40,6,236,110,33.6,65.4,0.51,Critical,2,-71.0
2026-01-01 06:05:50,6,270,133,33.0,69.5,0.57,Critical,2,34.0
2026-01-01 06:06:00,6,305,146,34.2,68.6,0.65,Critical,2,35.0
2026-01-01 06:06:10,6,282,129,34.2,70.3,0.59,Critical,2,-23.0
2026-01-01 06:06:20,6,298,143,35.0,70.0,0.66,Critical,2,16.0
2026-01-01 06:06:30,6,293,128,33.3,70.6,0.57,Critical,2,-5.0
2026-01-01 06:06:40,6,275,138,34.9,68.6,0.61,Critical,2,-18.0
2026-01-01 06:06:50,6,215,96,32.4,69.1,0.41,Critical,2,-60.0
2026-01-01 06:07:00,6,223,97,32.2,65.1,0.47,Critical,2,8.0
2026-01-01 06:07:10,6,233,110,33.0,68.8,0.49,Critical,2,10.0
2026-01-01 06:07:20,6,208,106,32.0,71.0,0.42,Critical,2,-25.0
2026-01-01 06:07:30,6,234,97,32.1,67.7,0.47,Critical,2,26.0
2026-01-01 06:07:40,6,208,101,32.4,65.6,0.43,Critical,2,-26.0
2026-01-01 06:07:50,6,222,94,32.6,68.8,0.48,Critical,2,14.0
2026-01-01 06:08:00,6,280,118,34.2,70.5,0.59,Critical,2,58.0
2026-01-01 06:08:10,6,233,113,33.1,65.5,0.51,Critical,2,-47.0
2026-01-01 06:08:20,6,248,116,33.7,69.9,0.51,Critical,2,15.0
2026-01-01 06:08:30,6,207,95,32.8,67.6,0.46,Critical,2,-41.0
2026-01-01 06:08:40,6,237,136,33.0,69.3,0.48,Critical,2,30.0
2026-01-01 06:08:50,6,327,151,35.0,73.5,0.68,Critical,2,90.0
2026-01-01 06:09:00,6,270,126,33.9,70.0,0.59,Critical,2,-57.0
2026-01-01 06:09:10,6,302,111,34.3,66.3,0.58,Critical,2,32.0
2026-01-01 06:09:20,6,213,108,32.4,64.1,0.45,Critical,2,-89.0
2026-01-01 06:09:30,6,281,139,34.1,70.9,0.62,Critical,2,68.0
2026-01-01 06:09:40,6,219,94,33.5,67.5,0.45,Critical,2,-62.0
2026-01-01 06:09:50,6,221,114,32.8,69.6,0.51,Critical,2,2.0
2026-01-01 06:10:00,6,313,148,35.6,74.2,0.7,Critical,2,92.0
2026-01-01 06:10:10,6,264,125,33.9,68.5,0.59,Critical,2,-49.0
2026-01-01 06:10:20,6,289,126,33.2,71.0,0.57,Critical,2,25.0
2026-01-01 06:10:30,6,309,139,33.5,69.2,0.61,Critical,2,20.0
2026-01-01 06:10:40,6,319,134,35.1,72.9,0.65,Critical,2,10.0
2026-01-01 06:10:50,6,284,136,33.0,68.8,0.63,Critical,2,-35.0
2026-01-01 06:11:00,6,223,93,33.4,63.9,0.47,Critical,2,-61.0
2026-01-01 06:11:10,6,196,92,32.6,62.4,0.41,Warning,1,-27.0
2026-01-01 06:11:20,6,251,109,32.4,68.3,0.49,Critical,2,55.0
2026-01-01 06:11:30,6,234,101,32.8,66.2,0.48,Critical,2,-17.0
2026-01-01 06:11:40,6,225,107,33.4,64.1,0.46,Critical,2,-9.0
2026-01-01 06:11:50,6,342,130,35.1,73.2,0.68,Critical,2,117.0
2026-01-01 06:12:00,6,311,137,34.9,70.6,0.66,Critical,2,-31.0
2026-01-01 06:12:10,6,230,115,33.1,66.0,0.49,Critical,2,-81.0
2026-01-01 06:12:20,6,291,131,34.6,71.2,0.6,Critical,2,61.0
2026-01-01 06:12:30,6,237,109,33.6,69.2,0.52,Critical,2,-54.0
2026-01-01 06:12:40,6,312,145,35.7,70.7,0.67,Critical,2,75.0
2026-01-01 06:12:50,6,262,115,33.3,70.6,0.54,Critical,2,-50.0
2026-01-01 06:13:00,6,241,112,33.4,67.0,0.48,Critical,2,-21.0
2026-01-01 06:13:10,6,237,102,32.8,66.6,0.47,Critical,2,-4.0
2026-01-01 06:13:20,6,269,128,33.4,73.4,0.57,Critical,2,32.0
2026-01-01 06:13:30,6,219,96,33.3,68.6,0.48,Critical,2,-50.0
2026-01-01 06:13:40,6,279,130,33.9,67.6,0.58,Critical,2,60.0
2026-01-01 06:13:50,6,312,138,35.5,71.4,0.67,Critical,2,33.0
2026-01-01 06:14:00,6,238,111,33.4,66.9,0.52,Critical,2,-74.0
2026-01-01 06:14:10,6,215,105,32.7,65.6,0.47,Critical,2,-23.0
2026-01-01 06:14:20,6,318,151,34.7,69.7,0.7,Critical,2,103.0
2026-01-01 06:14:30,6,253,118,33.8,71.8,0.55,Critical,2,-65.0
2026-01-01 06:14:40,6,219,94,32.1,63.7,0.43,Critical,2,-34.0
2026-01-01 06:14:50,6,203,90,32.1,63.7,0.41,Critical,2,-16.0
2026-01-01 06:15:00,6,218,108,32.1,66.6,0.43,Critical,2,15.0
2026-01-01 06:15:10,6,285,124,34.2,69.7,0.59,Critical,2,67.0
2026-01-01 06:15:20,6,298,131,34.7,71.9,0.64,Critical,2,13.0
2026-01-01 06:15:30,6,268,123,34.4,66.6,0.53,Critical,2,-30.0
2026-01-01 06:15:40,6,216,95,33.1,63.9,0.42,Critical,2,-52.0
2026-01-01 06:15:50,6,236,108,32.1,66.8,0.51,Critical,2,20.0
2026-01-01 06:16:00,6,314,150,35.6,76.2,0.7,Critical,2,78.0
2026-01-01 06:16:10,6,276,117,33.3,70.0,0.56,Critical,2,-38.0
2026-01-01 06:16:20,6,304,162,35.9,71.3,0.69,Critical,2,28.0
2026-01-01 06:16:30,6,285,152,34.8,73.9,0.66,Critical,2,-19.0
2026-01-01 06:16:40,6,180,85,31.8,65.2,0.4,Warning,1,-105.0
2026-01-01 06:16:50,6,283,138,33.9,70.1,0.62,Critical,2,103.0
2026-01-01 06:17:00,6,285,135,34.6,67.9,0.6,Critical,2,2.0
2026-01-01 06:17:10,6,247,132,33.9,67.5,0.56,Critical,2,-38.0
2026-01-01 06:17:20,6,250,106,33.4,67.1,0.48,Critical,2,3.0
2026-01-01 06:17:30,6,303,142,34.0,71.8,0.59,Critical,2,53.0
2026-01-01 06:17:40,6,219,107,31.7,67.2,0.43,Critical,2,-84.0
2026-01-01 06:17:50,6,265,102,32.8,64.2,0.53,Critical,2,46.0
2026-01-01 06:18:00,6,251,122,34.2,68.6,0.54,Critical,2,-14.0
2026-01-01 06:18:10,6,337,136,34.4,72.0,0.69,Critical,2,86.0
2026-01-01 06:18:20,6,312,142,33.9,71.4,0.66,Critical,2,-25.0
2026-01-01 06:18:30,6,215,111,32.9,65.1,0.48,Critical,2,-97.0
2026-01-01 06:18:40,6,254,111,33.6,70.7,0.55,Critical,2,39.0
2026-01-01 06:18:50,6,208,104,32.2,64.8,0.45,Critical,2,-46.0
2026-01-01 06:19:00,6,311,136,34.8,69.4,0.67,Critical,2,103.0
2026-01-01 06:19:10,6,331,142,34.6,72.0,0.66,Critical,2,20.0
2026-01-01 06:19:20,6,234,106,33.2,68.8,0.49,Critical,2,-97.0
2026-01-01 06:19:30,6,272,123,34.0,65.2,0.59,Critical,2,38.0
2026-01-01 06:19:40,6,256,137,34.8,69.1,0.58,Critical,2,-16.0
2026-01-01 06:19:50,6,224,101,33.9,68.4,0.45,Critical,2,-32.0
2026-01-01 06:20:00,6,292,128,33.7,71.1,0.63,Critical,2,68.0
2026-01-01 06:20:10,6,256,110,33.4,66.9,0.56,Critical,2,-36.0
2026-01-01 06:20:20,6,316,143,34.6,73.8,0.63,Critical,2,60.0
2026-01-01 06:20:30,6,265,114,34.5,70.1,0.56,Critical,2,-51.0
2026-01-01 06:20:40,6,185,88,31.4,62.2,0.4,Warning,1,-80.0
2026-01-01 06:20:50,6,249,124,32.3,68.6,0.5,Critical,2,64.0
2026-01-01 06:21:00,6,192,87,31.6,63.4,0.41,Warning,1,-57.0
2026-01-01 06:21:10,6,315,139,35.3,71.9,0.68,Critical,2,123.0
2026-01-01 06:21:20,6,305,135,34.7,73.1,0.66,Critical,2,-10.0
2026-01-01 06:21:30,6,308,132,34.8,72.7,0.65,Critical,2,3.0
2026-01-01 06:21:40,6,216,112,32.6,68.4,0.49,Critical,2,-92.0
2026-01-01 06:21:50,6,196,79,31.2,65.5,0.42,Warning,1,-20.0
2026-01-01 06:22:00,6,311,135,35.3,68.3,0.66,Critical,2,115.0
2026-01-01 06:22:10,6,316,137,34.9,72.2,0.68,Critical,2,5.0
2026-01-01 06:22:20,6,198,92,32.6,64.5,0.43,Warning,1,-118.0
2026-01-01 06:22:30,6,269,110,33.8,71.5,0.55,Critical,2,71.0
2026-01-01 06:22:40,6,177,87,32.3,65.1,0.42,Warning,1,-92.0
2026-01-01 06:22:50,6,298,130,34.6,70.4,0.63,Critical,2,121.0
2026-01-01 06:23:00,6,308,137,34.7,69.9,0.63,Critical,2,10.0
2026-01-01 06:23:10,6,208,94,32.5,65.1,0.44,Critical,2,-100.0
2026-01-01 06:23:20,6,261,135,33.9,67.9,0.54,Critical,2,53.0
2026-01-01 06:23:30,6,281,119,32.8,67.1,0.56,Critical,2,20.0
2026-01-01 06:23:40,6,208,103,32.8,70.3,0.48,Critical,2,-73.0
2026-01-01 06:23:50,6,311,140,35.4,67.1,0.66,Critical,2,103.0
2026-01-01 06:24:00,6,254,121,32.6,70.5,0.53,Critical,2,-57.0
2026-01-01 06:24:10,6,228,99,32.9,71.1,0.46,Critical,2,-26.0
2026-01-01 06:24:20,6,268,124,33.5,67.3,0.56,Critical,2,40.0
2026-01-01 06:24:30,6,299,126,34.5,69.5,0.62,Critical,2,31.0
2026-01-01 06:24:40,6,229,104,33.0,65.5,0.46,Critical,2,-70.0
2026-01-01 06:24:50,6,234,100,32.7,68.1,0.49,Critical,2,5.0
2026-01-01 06:25:00,6,332,142,35.8,75.2,0.7,Critical,2,98.0
2026-01-01 06:25:10,6,284,144,33.8,67.4,0.59,Critical,2,-48.0
2026-01-01 06:25:20,6,231,128,33.7,68.2,0.53,Critical,2,-53.0
2026-01-01 06:25:30,6,266,112,34.9,69.1,0.56,Critical,2,35.0
2026-01-01 06:25:40,6,214,103,32.5,66.4,0.44,Critical,2,-52.0
2026-01-01 06:25:50,6,216,107,33.5,69.4,0.47,Critical,2,2.0
2026-01-01 06:26:00,6,259,106,32.5,67.3,0.5,Critical,2,43.0
2026-01-01 06:26:10,6,272,134,33.1,72.5,0.58,Critical,2,13.0
2026-01-01 06:26:20,6,225,100,32.1,63.4,0.47,Critical,2,-47.0
2026-01-01 06:26:30,6,235,103,31.9,64.1,0.47,Critical,2,10.0
2026-01-01 06:26:40,6,202,107,31.9,62.5,0.42,Critical,2,-33.0
2026-01-01 06:26:50,6,274,125,32.7,69.6,0.59,Critical,2,72.0
2026-01-01 06:27:00,6,224,109,33.5,69.0,0.47,Critical,2,-50.0
2026-01-01 06:27:10,6,308,135,36.3,71.9,0.67,Critical,2,84.0
2026-01-01 06:27:20,6,306,141,35.0,71.2,0.66,Critical,2,-2.0
2026-01-01 06:27:30,6,200,89,32.0,64.4,0.42,Critical,2,-106.0
2026-01-01 06:27:40,6,219,105,32.5,69.8,0.47,Critical,2,19.0
2026-01-01 06:27:50,6,250,138,34.8,65.9,0.6,Critical,2,31.0
2026-01-01 06:28:00,6,220,99,31.9,65.1,0.46,Critical,2,-30.0
2026-01-01 06:28:10,6,201,111,32.7,68.5,0.44,Critical,2,-19.0
2026-01-01 06:28:20,6,324,137,34.9,73.0,0.68,Critical,2,123.0
2026-01-01 06:28:30,6,255,129,33.7,68.5,0.57,Critical,2,-69.0
2026-01-01 06:28:40,6,266,121,33.3,70.9,0.54,Critical,2,11.0
2026-01-01 06:28:50,6,283,142,34.9,70.3,0.64,Critical,2,17.0
2026-01-01 06:29:00,6,303,128,35.2,70.7,0.64,Critical,2,20.0
2026-01-01 06:29:10,6,215,109,32.1,63.6,0.46,Critical,2,-88.0
2026-01-01 06:29:20,6,191,100,31.5,69.2,0.43,Warning,1,-24.0
2026-01-01 06:29:30,6,227,129,33.5,68.0,0.53,Critical,2,36.0
2026-01-01 06:29:40,6,244,118,33.3,70.4,0.53,Critical,2,17.0
2026-01-01 06:29:50,6,258,119,33.3,68.4,0.54,Critical,2,14.0
2026-01-01 06:30:00,6,293,120,33.8,72.0,0.62,Critical,2,35.0
2026-01-01 06:30:10,6,284,128,34.2,70.7,0.6,Critical,2,-9.0
2026-01-01 06:30:20,6,315,142,35.4,70.4,0.7,Critical,2,31.0
2026-01-01 06:30:30,6,215,82,32.7,66.7,0.43,Critical,2,-100.0
2026-01-01 06:30:40,6,251,122,34.1,70.0,0.52,Critical,2,36.0
2026-01-01 06:30:50,6,218,100,32.7,67.6,0.5,Critical,2,-33.0
2026-01-01 06:31:00,6,312,135,35.0,70.0,0.66,Critical,2,94.0
2026-01-01 06:31:10,6,221,93,32.2,64.2,0.47,Critical,2,-91.0
2026-01-01 06:31:20,6,210,109,32.0,71.7,0.46,Critical,2,-11.0
2026-01-01 06:31:30,6,260,118,33.0,69.8,0.53,Critical,2,50.0
2026-01-01 06:31:40,6,244,116,34.6,68.0,0.53,Critical,2,-16.0
2026-01-01 06:31:50,6,246,101,32.8,70.6,0.48,Critical,2,2.0
2026-01-01 06:32:00,6,221,119,33.1,65.7,0.47,Critical,2,-25.0
2026-01-01 06:32:10,6,321,153,35.4,68.8,0.68,Critical,2,100.0
2026-01-01 06:32:20,6,245,114,33.4,69.6,0.53,Critical,2,-76.0
2026-01-01 06:32:30,6,308,130,35.1,72.7,0.66,Critical,2,63.0
2026-01-01 06:32:40,6,274,131,34.2,70.0,0.57,Critical,2,-34.0
2026-01-01 06:32:50,6,203,79,32.2,65.8,0.42,Critical,2,-71.0
2026-01-01 06:33:00,6,327,139,34.9,74.6,0.7,Critical,2,124.0
2026-01-01 06:33:10,6,302,145,34.8,71.3,0.65,Critical,2,-25.0
2026-01-01 06:33:20,6,331,144,35.3,71.3,0.69,Critical,2,29.0
2026-01-01 06:33:30,6,309,143,35.2,71.0,0.68,Critical,2,-22.0
2026-01-01 06:33:40,6,320,133,34.8,70.5,0.65,Critical,2,11.0
2026-01-01 06:33:50,6,236,101,32.9,63.3,0.45,Critical,2,-84.0
2026-01-01 06:34:00,6,262,126,33.6,70.8,0.55,Critical,2,26.0
2026-01-01 06:34:10,6,218,114,33.7,65.9,0.46,Critical,2,-44.0
2026-01-01 06:34:20,6,243,125,34.0,67.0,0.52,Critical,2,25.0
2026-01-01 06:34:30,6,200,91,31.3,63.6,0.42,Critical,2,-43.0
2026-01-01 06:34:40,6,233,106,33.1,68.3,0.51,Critical,2,33.0
2026-01-01 06:34:50,6,340,141,35.8,72.0,0.7,Critical,2,107.0
2026-01-01 06:35:00,6,230,111,32.2,67.8,0.48,Critical,2,-110.0
2026-01-01 06:35:10,6,298,140,34.8,75.8,0.64,Critical,2,68.0
2026-01-01 06:35:20,6,247,113,33.1,67.3,0.54,Critical,2,-51.0
2026-01-01 06:35:30,6,243,124,34.0,67.0,0.53,Critical,2,-4.0
2026-01-01 06:35:40,6,308,151,35.0,73.4,0.69,Critical,2,65.0
2026-01-01 06:35:50,6,325,137,36.2,76.1,0.7,Critical,2,17.0
2026-01-01 06:36:00,6,260,120,33.9,69.8,0.57,Critical,2,-65.0
2026-01-01 06:36:10,6,296,149,34.3,68.8,0.62,Critical,2,36.0
2026-01-01 06:36:20,6,200,93,32.3,69.8,0.45,Critical,2,-96.0
2026-01-01 06:36:30,6,229,109,32.9,69.6,0.49,Critical,2,29.0
2026-01-01 06:36:40,6,350,143,35.0,74.4,0.69,Hazardous,3,121.0
2026-01-01 06:36:50,6,279,139,34.2,68.6,0.57,Critical,2,-71.0
2026-01-01 06:37:00,6,273,131,34.2,70.1,0.56,Critical,2,-6.0
2026-01-01 06:37:10,6,305,144,35.2,71.9,0.62,Critical,2,32.0
2026-01-01 06:37:20,6,203,94,32.6,63.8,0.42,Critical,2,-102.0
2026-01-01 06:37:30,6,276,121,33.9,71.9,0.58,Critical,2,73.0
2026-01-01 06:37:40,6,263,120,32.9,70.3,0.55,Critical,2,-13.0
2026-01-01 06:37:50,6,313,158,34.7,71.8,0.66,Critical,2,50.0
2026-01-01 06:38:00,6,220,112,32.3,66.7,0.45,Critical,2,-93.0
2026-01-01 06:38:10,6,326,149,35.0,72.6,0.69,Critical,2,106.0
2026-01-01 06:38:20,6,220,86,32.2,64.2,0.42,Critical,2,-106.0
2026-01-01 06:38:30,6,235,88,32.2,67.1,0.46,Critical,2,15.0
2026-01-01 06:38:40,6,291,125,33.7,73.2,0.58,Critical,2,56.0
2026-01-01 06:38:50,6,265,112,34.5,69.1,0.6,Critical,2,-26.0
2026-01-01 06:39:00,6,215,109,32.8,65.6,0.47,Critical,2,-50.0
2026-01-01 06:39:10,6,197,104,32.6,65.7,0.44,Warning,1,-18.0
2026-01-01 06:39:20,6,332,134,34.2,70.3,0.67,Critical,2,135.0
2026-01-01 06:39:30,6,228,106,32.6,67.6,0.47,Critical,2,-104.0
2026-01-01 06:39:40,6,257,137,33.9,71.7,0.58,Critical,2,29.0
2026-01-01 06:39:50,6,280,130,34.3,70.5,0.59,Critical,2,23.0
2026-01-01 06:40:00,6,258,125,33.4,69.6,0.53,Critical,2,-22.0
2026-01-01 06:40:10,6,270,136,33.6,73.0,0.58,Critical,2,12.0
2026-01-01 06:40:20,6,263,109,33.7,67.6,0.56,Critical,2,-7.0
2026-01-01 06:40:30,6,325,140,34.9,68.2,0.68,Critical,2,62.0
2026-01-01 06:40:40,6,218,82,31.7,68.1,0.46,Critical,2,-107.0
2026-01-01 06:40:50,6,297,136,33.9,70.3,0.61,Critical,2,79.0
2026-01-01 06:41:00,6,228,95,33.4,68.5,0.47,Critical,2,-69.0
2026-01-01 06:41:10,6,245,113,33.3,63.9,0.52,Critical,2,17.0
2026-01-01 06:41:20,6,279,124,33.7,69.5,0.6,Critical,2,34.0
2026-01-01 06:41:30,6,257,113,32.6,68.4,0.49,Critical,2,-22.0
2026-01-01 06:41:40,6,254,116,33.0,66.1,0.49,Critical,2,-3.0
2026-01-01 06:41:50,6,301,138,35.0,71.9,0.63,Critical,2,47.0
2026-01-01 06:42:00,6,219,90,32.7,65.9,0.42,Critical,2,-82.0
2026-01-01 06:42:10,6,280,111,34.3,68.8,0.54,Critical,2,61.0
2026-01-01 06:42:20,6,315,146,35.2,73.3,0.7,Critical,2,35.0
2026-01-01 06:42:30,6,329,145,35.4,76.8,0.7,Critical,2,14.0
2026-01-01 06:42:40,6,227,97,32.1,65.8,0.42,Critical,2,-102.0
2026-01-01 06:42:50,6,232,94,32.4,63.3,0.46,Critical,2,5.0
2026-01-01 06:43:00,6,236,111,32.5,70.1,0.48,Critical,2,4.0
2026-01-01 06:43:10,6,300,134,35.3,74.1,0.68,Critical,2,64.0
2026-01-01 06:43:20,6,329,139,35.5,71.5,0.66,Critical,2,29.0
2026-01-01 06:43:30,6,306,149,35.3,68.4,0.66,Critical,2,-23.0
2026-01-01 06:43:40,6,262,123,32.8,68.6,0.51,Critical,2,-44.0
2026-01-01 06:43:50,6,223,101,32.1,64.8,0.45,Critical,2,-39.0
2026-01-01 06:44:00,6,302,149,35.1,70.5,0.65,Critical,2,79.0
2026-01-01 06:44:10,6,295,109,34.9,66.8,0.61,Critical,2,-7.0
2026-01-01 06:44:20,6,270,117,33.4,71.9,0.58,Critical,2,-25.0
2026-01-01 06:44:30,6,316,152,35.3,73.4,0.7,Critical,2,46.0
2026-01-01 06:44:40,6,281,118,34.7,68.9,0.6,Critical,2,-35.0
2026-01-01 06:44:50,6,180,87,32.6,66.8,0.4,Warning,1,-101.0
2026-01-01 06:45:00,6,296,136,34.6,75.3,0.65,Critical,2,116.0
2026-01-01 06:45:10,6,240,111,33.4,67.7,0.49,Critical,2,-56.0
2026-01-01 06:45:20,6,278,128,34.2,69.9,0.6,Critical,2,38.0
2026-01-01 06:45:30,6,325,146,35.5,71.9,0.68,Critical,2,47.0
2026-01-01 06:45:40,6,215,82,32.7,66.7,0.44,Critical,2,-110.0
2026-01-01 06:45:50,6,224,73,33.3,65.6,0.43,Critical,2,9.0
2026-01-01 06:46:00,6,224,88,32.5,63.7,0.43,Critical,2,0.0
2026-01-01 06:46:10,6,260,138,33.7,69.6,0.57,Critical,2,36.0
2026-01-01 06:46:20,6,242,110,32.9,67.8,0.48,Critical,2,-18.0
2026-01-01 06:46:30,6,303,125,34.1,71.6,0.58,Critical,2,61.0
2026-01-01 06:46:40,6,301,142,34.7,68.1,0.62,Critical,2,-2.0
2026-01-01 06:46:50,6,243,93,32.7,65.0,0.46,Critical,2,-58.0
2026-01-01 06:47:00,6,277,130,34.2,70.6,0.59,Critical,2,34.0
2026-01-01 06:47:10,6,250,109,32.6,68.9,0.48,Critical,2,-27.0
2026-01-01 06:47:20,6,273,109,33.9,70.1,0.55,Critical,2,23.0
2026-01-01 06:47:30,6,308,155,35.0,72.0,0.67,Critical,2,35.0
2026-01-01 06:47:40,6,302,140,34.3,68.5,0.65,Critical,2,-6.0
2026-01-01 06:47:50,6,228,88,31.6,61.4,0.43,Critical,2,-74.0
2026-01-01 06:48:00,6,243,104,34.1,70.2,0.53,Critical,2,15.0
2026-01-01 06:48:10,6,224,124,33.3,66.4,0.48,Critical,2,-19.0
2026-01-01 06:48:20,6,168,108,31.1,61.7,0.4,Warning,1,-56.0
2026-01-01 06:48:30,6,307,155,35.3,71.9,0.63,Critical,2,139.0
2026-01-01 06:48:40,6,285,135,34.5,70.3,0.59,Critical,2,-22.0
2026-01-01 06:48:50,6,232,105,32.4,66.4,0.48,Critical,2,-53.0
2026-01-01 06:49:00,6,271,133,34.0,68.4,0.62,Critical,2,39.0
2026-01-01 06:49:10,6,269,134,34.2,66.0,0.57,Critical,2,-2.0
2026-01-01 06:49:20,6,240,123,32.8,67.8,0.53,Critical,2,-29.0
2026-01-01 06:49:30,6,205,82,31.9,62.4,0.4,Critical,2,-35.0
2026-01-01 06:49:40,6,200,97,31.3,66.4,0.42,Critical,2,-5.0
2026-01-01 06:49:50,6,309,147,35.1,74.4,0.66,Critical,2,109.0
2026-01-01 06:50:00,6,313,140,35.1,72.9,0.67,Critical,2,4.0
2026-01-01 06:50:10,6,267,123,33.4,67.8,0.56,Critical,2,-46.0
2026-01-01 06:50:20,6,286,154,34.2,69.9,0.65,Critical,2,19.0
2026-01-01 06:50:30,6,262,132,33.7,71.9,0.57,Critical,2,-24.0
2026-01-01 06:50:40,6,208,101,31.9,70.4,0.44,Critical,2,-54.0
2026-01-01 06:50:50,6,199,100,32.6,66.8,0.44,Warning,1,-9.0
2026-01-01 06:51:00,6,234,107,32.9,67.0,0.49,Critical,2,35.0
2026-01-01 06:51:10,6,322,161,34.8,69.0,0.67,Critical,2,88.0
2026-01-01 06:51:20,6,297,158,34.3,74.2,0.64,Critical,2,-25.0
2026-01-01 06:51:30,6,326,137,35.2,74.7,0.66,Critical,2,29.0
2026-01-01 06:51:40,6,306,142,34.7,69.7,0.67,Critical,2,-20.0
2026-01-01 06:51:50,6,216,92,32.6,65.0,0.46,Critical,2,-90.0
2026-01-01 06:52:00,6,232,92,32.9,68.5,0.47,Critical,2,16.0
2026-01-01 06:52:10,6,187,99,32.8,63.4,0.43,Warning,1,-45.0
2026-01-01 06:52:20,6,316,140,34.3,70.7,0.63,Critical,2,129.0
2026-01-01 06:52:30,6,316,143,35.3,69.8,0.67,Critical,2,0.0
2026-01-01 06:52:40,6,251,103,33.2,66.2,0.52,Critical,2,-65.0
2026-01-01 06:52:50,6,267,137,34.6,70.9,0.59,Critical,2,16.0
2026-01-01 06:53:00,6,204,96,33.0,66.4,0.45,Critical,2,-63.0
2026-01-01 06:53:10,6,342,148,35.2,71.4,0.68,Critical,2,138.0
2026-01-01 06:53:20,6,308,140,35.3,73.4,0.66,Critical,2,-34.0
2026-01-01 06:53:30,6,311,137,34.4,73.3,0.69,Critical,2,3.0
2026-01-01 06:53:40,6,286,121,34.9,76.1,0.64,Critical,2,-25.0
2026-01-01 06:53:50,6,308,149,35.0,71.4,0.66,Critical,2,22.0
2026-01-01 06:54:00,6,212,89,32.0,65.8,0.41,Critical,2,-96.0
2026-01-01 06:54:10,6,282,142,34.4,69.0,0.62,Critical,2,70.0
2026-01-01 06:54:20,6,246,102,33.0,67.5,0.5,Critical,2,-36.0
2026-01-01 06:54:30,6,328,149,35.1,73.6,0.68,Critical,2,82.0
2026-01-01 06:54:40,6,315,142,34.7,68.4,0.64,Critical,2,-13.0
2026-01-01 06:54:50,6,294,139,34.6,71.1,0.66,Critical,2,-21.0
2026-01-01 06:55:00,6,300,142,34.7,72.1,0.64,Critical,2,6.0
2026-01-01 06:55:10,6,232,90,32.3,66.7,0.48,Critical,2,-68.0
2026-01-01 06:55:20,6,282,142,35.4,73.3,0.64,Critical,2,50.0
2026-01-01 06:55:30,6,209,108,32.3,65.1,0.43,Critical,2,-73.0
2026-01-01 06:55:40,6,300,139,34.7,71.9,0.66,Critical,2,91.0
